file_name,"model (p,d,q,k)",error
2107_inverter_000.csv,"(0, 1, 2, 2)",0.0289317883757676
2107_inverter_001.csv,"(0, 1, 1, 1)",0.0339960143666686
2107_inverter_002.csv,"(0, 1, 2, 2)",0.0319908246476092
2107_inverter_003.csv,"(0, 1, 2, 1)",0.0287014637268414
2107_inverter_004.csv,"(0, 1, 2, 2)",0.0327817574049233
2107_inverter_005.csv,"(0, 1, 1, 2)",0.0290869385305685
2107_inverter_006.csv,"(0, 1, 1, 2)",0.0333630410746461
2107_inverter_007.csv,"(0, 1, 2, 2)",0.0229940869541562
2107_inverter_008.csv,"(0, 1, 2, 2)",0.0232877612719128
2107_inverter_009.csv,"(1, 1, 2, 2)",0.0211609907632581
2107_inverter_010.csv,"(1, 1, 2, 2)",0.0397840220411444
2107_inverter_011.csv,"(1, 1, 2, 2)",0.0226444090229001
2107_inverter_012.csv,"(0, 1, 2, 2)",0.0224221834603025
2107_inverter_013.csv,"(1, 1, 2, 1)",0.0412914971476145
2107_inverter_014.csv,"(0, 1, 2, 2)",0.0248310675544555
2107_inverter_015.csv,"(1, 1, 2, 2)",0.0294292961860852
2107_inverter_016.csv,"(0, 1, 2, 2)",0.0214872005539004
2107_inverter_017.csv,"(2, 1, 2, 2)",0.0312388301504239
2107_inverter_018.csv,"(1, 1, 1, 2)",0.0261142879285758
2107_inverter_019.csv,"(1, 1, 2, 1)",0.0222484129466723
2107_inverter_020.csv,"(0, 1, 2, 2)",0.0268519554684638
2107_inverter_021.csv,"(0, 1, 2, 2)",0.0223781970296806
2107_inverter_022.csv,"(1, 1, 1, 2)",0.0234415803421561
2107_inverter_023.csv,"(0, 1, 2, 2)",0.0225130604421248
7333_inverter_000.csv,"(2, 0, 1, 0)",0.0371494307227633
7333_inverter_001.csv,"(0, 1, 2, 2)",0.033554939575171
7333_inverter_002.csv,"(0, 1, 2, 1)",0.0310464980974096
7333_inverter_003.csv,"(0, 1, 2, 1)",0.0325201325572571
7333_inverter_004.csv,"(0, 1, 2, 2)",0.0322983010788372
7333_inverter_005.csv,"(0, 1, 2, 2)",0.0298933356512608
7333_inverter_006.csv,"(0, 1, 2, 1)",0.0299624867361948
7333_inverter_007.csv,"(2, 0, 1, 0)",0.0304101964181462
7333_inverter_008.csv,"(2, 0, 1, 0)",0.0327767169111012
7333_inverter_009.csv,"(2, 0, 1, 0)",0.0247886817564808
7333_inverter_010.csv,"(2, 1, 1, 0)",0.0266061583292361
7333_inverter_011.csv,"(0, 1, 2, 2)",0.0331648993735066
7333_inverter_012.csv,"(2, 0, 1, 0)",0.0322756658706856
7333_inverter_013.csv,"(2, 0, 1, 0)",0.0253437062366908
7333_inverter_014.csv,"(2, 0, 2, 0)",0.0282412689826786
7333_inverter_015.csv,"(2, 0, 1, 0)",0.029486687542486
7333_inverter_016.csv,"(1, 1, 2, 0)",0.0325692196942764
7333_inverter_017.csv,"(0, 1, 2, 2)",0.0332947750119498
7333_inverter_018.csv,"(0, 1, 2, 2)",0.0318263766451762
7333_inverter_019.csv,"(2, 1, 1, 0)",0.0319212085780219
7333_inverter_020.csv,"(2, 0, 1, 1)",0.0346284263566314
7333_inverter_021.csv,"(1, 1, 2, 1)",0.0379123049927412
7333_inverter_022.csv,"(2, 0, 1, 0)",0.0286098613654226
7333_inverter_023.csv,"(0, 1, 1, 0)",0.0335788310691652
7333_inverter_024.csv,"(2, 0, 1, 0)",0.03219045430542
7333_inverter_025.csv,"(2, 0, 2, 0)",0.0325099965927862
7333_inverter_026.csv,"(2, 0, 1, 0)",0.0336980784361966
7333_inverter_027.csv,"(1, 1, 2, 0)",0.0326332256341425
7333_inverter_028.csv,"(0, 1, 1, 1)",0.0254386037123427
7333_inverter_029.csv,"(2, 0, 2, 0)",0.0356830817398134
7333_inverter_030.csv,"(2, 0, 1, 0)",0.028883118843235
7333_inverter_031.csv,"(2, 1, 0, 1)",0.0254099121808625
7333_inverter_032.csv,"(2, 0, 1, 0)",0.027867823850117
7333_inverter_033.csv,"(2, 0, 2, 0)",0.0292462848623664
7333_inverter_034.csv,"(1, 1, 2, 0)",0.0307582761640626
7333_inverter_035.csv,"(2, 0, 1, 0)",0.0318310193593123
7333_inverter_036.csv,"(0, 1, 1, 1)",0.0309877454794446
7333_inverter_037.csv,"(2, 0, 1, 0)",0.0296604395458298
7333_inverter_038.csv,"(2, 0, 1, 0)",0.0305272837257507
7333_inverter_039.csv,"(2, 0, 1, 0)",0.0315635714836163
7333_inverter_040.csv,"(2, 0, 1, 0)",0.0346794988420228
7333_inverter_041.csv,"(2, 0, 1, 0)",0.0285757998447388
7333_inverter_042.csv,"(1, 1, 2, 0)",0.0357294700467939
7333_inverter_043.csv,"(1, 1, 1, 1)",0.0281705329758888
7333_inverter_044.csv,"(2, 0, 1, 0)",0.0355041089917989
7333_inverter_045.csv,"(2, 0, 1, 0)",0.0355219274133491
7333_inverter_046.csv,"(2, 0, 1, 0)",0.0347910275272793
7333_inverter_047.csv,"(2, 0, 1, 0)",0.0285820932633043
7333_inverter_048.csv,"(2, 0, 1, 0)",0.0314811206781696
7333_inverter_049.csv,"(2, 0, 1, 0)",0.0330757203543977
7333_inverter_050.csv,"(2, 0, 1, 0)",0.0330684083274452
7333_inverter_051.csv,"(2, 0, 1, 0)",0.0311593479434692
7333_inverter_052.csv,"(1, 1, 2, 0)",0.0352319055704706
7333_inverter_053.csv,"(2, 0, 1, 0)",0.042165751471002
7333_inverter_054.csv,"(2, 0, 1, 0)",0.0321634830856874
7333_inverter_055.csv,"(1, 1, 2, 0)",0.0310071245956393
7333_inverter_056.csv,"(1, 1, 2, 0)",0.0324515119300569
7333_inverter_057.csv,"(2, 0, 1, 0)",0.0257802442050322
7333_inverter_058.csv,"(1, 1, 2, 2)",0.0280025822238538
7333_inverter_059.csv,"(1, 1, 2, 0)",0.0396490026173356
7333_inverter_060.csv,"(1, 1, 2, 2)",0.0336220789870521
7333_inverter_061.csv,"(2, 0, 1, 0)",0.0341133250822732
7333_inverter_062.csv,"(2, 0, 1, 0)",0.0275271125192914
7333_inverter_063.csv,"(2, 0, 1, 1)",0.0348755986686789
7333_inverter_064.csv,"(2, 0, 2, 0)",0.0334194657277111
7333_inverter_065.csv,"(0, 1, 1, 2)",0.030236502607607
7333_inverter_066.csv,"(2, 0, 1, 0)",0.0323550605356881
7333_inverter_067.csv,"(1, 1, 2, 0)",0.0320601653060871
7333_inverter_068.csv,"(0, 1, 2, 1)",0.0283404394940796
7333_inverter_069.csv,"(2, 0, 1, 0)",0.0345867138573285
7333_inverter_070.csv,"(2, 0, 2, 0)",0.0334513622446502
7333_inverter_071.csv,"(2, 1, 2, 2)",0.0387100541011894
7333_inverter_072.csv,"(2, 0, 1, 0)",0.0363341173582782
7333_inverter_073.csv,"(2, 0, 1, 0)",0.0359554380374935
7333_inverter_074.csv,"(2, 0, 1, 0)",0.0326224452706139
7333_inverter_075.csv,"(2, 0, 1, 0)",0.0339813782799068
7333_inverter_076.csv,"(2, 0, 1, 0)",0.0357546931670884
7333_inverter_077.csv,"(2, 0, 1, 0)",0.0312060737215405
7333_inverter_078.csv,"(2, 0, 1, 0)",0.0290109714802118
7333_inverter_079.csv,"(2, 0, 1, 0)",0.0336039770311474
7333_inverter_080.csv,"(2, 0, 1, 0)",0.0322026406211914
7333_inverter_081.csv,"(2, 0, 2, 0)",0.0412949177902645
7333_inverter_082.csv,"(2, 0, 1, 0)",0.0330094684376329
7333_inverter_083.csv,"(2, 0, 2, 0)",0.0344704284922638
7333_inverter_084.csv,"(1, 1, 2, 0)",0.0371597085621784
7333_inverter_085.csv,"(1, 1, 2, 2)",0.0350292216704971
7333_inverter_086.csv,"(2, 0, 1, 0)",0.0291093598993598
7333_inverter_087.csv,"(2, 0, 1, 0)",0.0287290056088944
7333_inverter_088.csv,"(2, 0, 1, 0)",0.0328020949531907
7333_inverter_089.csv,"(1, 1, 2, 0)",0.0357383508331754
7333_inverter_090.csv,"(2, 0, 1, 0)",0.0278672612230589
7333_inverter_091.csv,"(2, 0, 2, 0)",0.0301779330356675
7333_inverter_092.csv,"(0, 1, 2, 2)",0.0309299298161797
7333_inverter_093.csv,"(0, 1, 2, 2)",0.0318065457003687
7333_inverter_094.csv,"(0, 1, 2, 2)",0.0315582652744191
7333_inverter_095.csv,"(0, 1, 2, 2)",0.0324085435308166
7333_inverter_096.csv,"(0, 1, 2, 2)",0.0321160577325922
7333_inverter_097.csv,"(0, 1, 2, 2)",0.0299024799720842
7333_inverter_098.csv,"(0, 1, 2, 2)",0.0313588495531821
7333_inverter_099.csv,"(0, 1, 2, 2)",0.031398338625265
7333_inverter_100.csv,"(0, 1, 2, 2)",0.0293162650405615
7333_inverter_101.csv,"(0, 1, 2, 2)",0.0316464539556866
7333_inverter_102.csv,"(2, 0, 1, 0)",0.0343994505027259
7333_inverter_103.csv,"(1, 1, 2, 0)",0.0377810946017484
7333_inverter_104.csv,"(0, 1, 2, 0)",0.0332103771265291
7333_inverter_105.csv,"(0, 1, 2, 0)",0.0380002325752077
7333_inverter_106.csv,"(2, 0, 1, 0)",0.032616504187451
7333_inverter_107.csv,"(2, 0, 2, 0)",0.0337226478373468
7333_inverter_108.csv,"(2, 0, 2, 0)",0.0355277427920339
7333_inverter_109.csv,"(0, 1, 2, 0)",0.0325194563377754
7333_inverter_110.csv,"(0, 1, 1, 0)",0.0338892191603771
7333_inverter_111.csv,"(2, 0, 1, 0)",0.0343087912838403
9068_inverter_000.csv,"(1, 1, 1, 1)",0.0296038750452811
9068_inverter_001.csv,"(0, 1, 2, 2)",0.0349139993159167
9068_inverter_002.csv,"(2, 1, 2, 2)",0.0312561440150517
9068_inverter_003.csv,"(1, 1, 1, 2)",0.0307886966237052
9068_inverter_004.csv,"(1, 1, 1, 2)",0.0307329372565623
9068_inverter_005.csv,"(2, 1, 2, 2)",0.028517672480356
9068_inverter_006.csv,"(2, 1, 2, 2)",0.0245360914830818
9068_inverter_007.csv,"(1, 1, 1, 2)",0.0247970262289717
9068_inverter_008.csv,"(2, 1, 2, 1)",0.0349618380079472
9068_inverter_009.csv,"(2, 1, 2, 2)",0.0293432614374674
2105_meter_000.csv,"(1, 1, 1, 1)",0.0225071591691912
9068_meter_000.csv,"(0, 1, 2, 2)",0.0024545032835711
